sample_id,z1,z2,z3,z4,z5,z6
I2932.AG,0.41063570976257324,-0.5555027723312378,0.825320839881897,-0.33873727917671204,-0.7292349338531494,0.7283306121826172
I2933.AG,0.29023414850234985,-0.5310028791427612,0.7906852960586548,-0.276595801115036,-0.8051415681838989,0.7285018563270569
I2934.AG,0.2824092209339142,-0.5746031999588013,0.8152434825897217,-0.3110109865665436,-0.7427693605422974,0.8502780199050903
I2935.AG,0.3453674018383026,-0.5752343535423279,0.8869434595108032,-0.27991193532943726,-0.7906853556632996,0.7742281556129456
I2977.AG,0.2761976420879364,-0.6401827335357666,0.921692967414856,-0.2143891304731369,-0.8697505593299866,0.7998182773590088
I2978.AG,0.3056038022041321,-0.5755963921546936,0.9564710855484009,-0.29517385363578796,-0.8009570240974426,0.7220946550369263
I2979.AG,0.30467575788497925,-0.5469433665275574,0.8871445059776306,-0.3112097978591919,-0.771336555480957,0.7229644060134888
I2980.AG,0.26234352588653564,-0.5806677341461182,0.8374070525169373,-0.25937262177467346,-0.7960220575332642,0.741838276386261
I2981.AG,0.34359338879585266,-0.5278928279876709,0.8509281277656555,-0.11808547377586365,-0.8631253838539124,0.824922502040863
I2982.AG,0.33530139923095703,-0.5745207667350769,0.8883190155029297,-0.09578727930784225,-0.6649414300918579,0.6842716932296753
I2983.AG,0.32166925072669983,-0.5107205510139465,0.779230535030365,-0.18643835186958313,-0.8040849566459656,0.7526949644088745
I2988.AG,0.3217451572418213,-0.5665359497070312,0.8492563366889954,-0.2707681357860565,-0.7547712326049805,0.6495932340621948
I3005.AG,0.29773789644241333,-0.4876364469528198,0.8804355263710022,-0.2703774571418762,-0.8162629008293152,0.7257397174835205
